GPA,Gender,breakfast,calories_chicken,calories_day,calories_scone,coffee,comfort_food,comfort_food_reasons,comfort_food_reasons_coded,cook,comfort_food_reasons_coded.1,diet_current,diet_current_coded,drink,eating_changes,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,father_profession,fav_cuisine,fav_cuisine_coded,fav_food,food_childhood,fries,fruit_day,grade_level,greek_food,healthy_feeling,healthy_meal,ideal_diet,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,meals_dinner_friend,mother_education,mother_profession,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,type_sports,veggies_day,vitamins,waffle_calories,weight,cuisine_2.0,cuisine_3.0,cuisine_4.0,cuisine_5.0,cuisine_6.0
3.5,-0.8029550685469662,-0.35514240260228896,0.250060744106353,-0.040953961770732246,2.0751403542534983,0.5742710457985438,"Pasta, grandma homemade chocolate cake anything homemade ",Boredom ,-0.32443660579449984,-1.753213173646319,-0.36147218982667345,i eat very healthy. Maybe eat out 1-2 times a week.,-0.9958705948858222,0.8721028496007164,Nun ,1.9413236050786025,-0.21753036230526196,-0.4937419311010189,-2.7004810248107884,1.0713292311307174,-0.8097092929396623,-1.2426538286108137,Idk,Orange chicken and chow mani noodles ,0.8123037973534143,-0.7791577895939819,Chicken,-0.31063037209869804,0.8437654132750553,0.552705191508662,-1.8292851749562442,1.3761613581854277,"Chicken, and veggies ","Chicken, fish ",1.5857182645729295,-1.0628029873754874,-1.4532263011080142,0.4650993068898957,0.9355973159690324,-0.9086260917288514,"chicken al king, spaghetti, fish",0.4847803527451107,Chidos Cleaners,-0.9597014726388807,2.483512063154147,-0.7098826411339049,-1.358921433176927,-0.5720383012119957,-1.9149678398542995,-0.5248906591678238,-0.7895420339517225,-0.9337626635346998,-0.03751220713161973,-1.3840303923674648,soccer,0.921074286654494,0.9762812094883317,-0.7001239618326084,116,False,False,False,False,False
3.904,-0.8029550685469662,-0.35514240260228896,1.0917584751864888,1.6654611120097782,-0.36907678856569864,0.5742710457985438,"chocolate, pasta, soup, chips, popcorn","sadness, stress, cold weather",0.22359820129080385,0.2034979576553765,0.1639234349213983,"I am very health concious. I eat many fruits, veggies, and protiens. ",-0.9958705948858222,-1.1466537466972384,Less meat. ,3.267364318930107,0.17654638100137232,-1.3754239509242667,-0.7933616570065591,1.0713292311307174,-0.8097092929396623,-0.4075370083078475,Home Marker ,Italian,-0.7339597762888718,-0.7791577895939819,Scalloped potatoes and ham ,-0.31063037209869804,0.8437654132750553,-0.3330403077039373,1.1116877751341805,-1.7302976896372086,"lean protein, veggies, fruit, complex carbs",More healthy varienty. ,-0.8198009474612477,0.3210550691030122,1.2479378273455435,0.4650993068898957,-1.3258602847848442,0.9232813512728653,"Chicken parm, Fish, Pasta dishes ",0.4847803527451107,Court Reporter ,1.5395211123582042,-0.4730499167912662,-0.7098826411339049,-0.3937783698410413,1.5518662824959095,-1.011681122941894,-0.5248906591678238,-0.7895420339517225,1.1630097845222611,-0.03751220713161973,-0.3626786935626796,Running,0.921074286654494,-1.0242950394631678,-0.7001239618326084,110,False,False,False,False,False
3.4,1.2453996981544782,-0.35514240260228896,-1.1272628158429598,-0.040953961770732246,-0.36907678856569864,0.5742710457985438,"Cookies, popcorn, and chips","Sadness, boredom, late night snack ",0.22359820129080385,2.160209088957072,0.1639234349213983,I focus mostly on proteins and fruits. I eat a lot less vegetables and a few carbohydrates.,-0.9958705948858222,0.8721028496007164,I have been eating a lot more salads and soups.,0.615282891227098,0.17654638100137232,-1.3754239509242667,1.11375771079767,0.21836009806485945,2.257371362134816,-0.4075370083078475,Shirt designer ,Chinese ,0.8123037973534143,1.434358658116194,"Pizza, chicken wings, and corn on the cob ",-0.31063037209869804,-0.24356115022372757,-1.2187858069165365,-0.3587986999110318,1.3761613581854277,A salad with a reasonable amount of dressing and a meat.,My ideal diet would be the proper portions of all food categories. I would also like to eat proteins around my workouts and avoid all deserts.,-1.300904789868083,0.3210550691030122,-0.10264423688123528,-1.2448246154994254,1.2586626875053004,0.9232813512728653,"Cereal, pizza, toast ",0.4847803527451107,Child care provider ,-0.9597014726388807,-0.4730499167912662,0.6345920579833392,-1.358921433176927,0.13592989335730604,1.698179027795322,1.905158688831361,-0.7895420339517225,-0.23483851418237953,-0.03751220713161973,-0.3626786935626796,Soccer and basketball ,-0.935930323536018,0.9762812094883317,-2.012351687297416,264,False,False,False,False,False
3.6,-0.8029550685469662,-0.35514240260228896,0.250060744106353,-0.040953961770732246,-0.36907678856569864,0.5742710457985438,"ice cream, cake, chocolate","stress,  boredom, special occasions",-0.8724714128798036,-0.7748576079954712,-0.8868678145747452,Not as healthy when I am at school compared to home. Still very aware of the nutrition I am taking in.,0.31448545101657543,0.8721028496007164,not as healthy because healthy food goes bad quickly and it is expensive,-0.7107578226244065,-0.6116071056118962,1.2696221085454769,-0.7933616570065591,1.0713292311307174,0.7238310345975769,-1.2426538286108137,business owner,italian,-0.7339597762888718,-0.7791577895939819,"steak, lasagna, crab",-0.31063037209869804,0.8437654132750553,0.552705191508662,0.37644453761157437,0.9878539772075983,Lots of vegetabls with some grains like rice. Also has lean meat such as fish or chicken.,organic/healthy. fruits and vegetables but still protein to give sustainance. ,-0.8198009474612477,0.3210550691030122,-0.10264423688123528,0.4650993068898957,1.5817280590415685,0.9232813512728653,"pasta, chicken, steak",0.4847803527451107,business owner,-0.9597014726388807,1.0052310731814402,0.6345920579833392,-0.3937783698410413,0.13592989335730604,-0.10839440602948874,-0.5248906591678238,-0.7895420339517225,1.1630097845222611,1.0848610115671116,1.943599335996513,intramural volleyball,0.921074286654494,0.9762812094883317,0.9754899029916843,123,False,False,False,False,False
3.1,1.2453996981544782,-0.35514240260228896,0.250060744106353,-0.040953961770732246,-0.36907678856569864,0.5742710457985438,"Pizza, fruit, spaghetti, chicken and Potatoes  ","Friends, environment and boredom",-0.32443660579449984,0.2034979576553765,-0.36147218982667345,"Making sure I have enough protein intake, as well with fibre, vitamins and carbs. ",-0.9958705948858222,0.8721028496007164,"I knew I would eat alot my freshmen year, before coming to college i had a diet plan. ",1.9413236050786025,-0.21753036230526196,-0.4937419311010189,1.11375771079767,0.21836009806485945,0.7238310345975769,0.42757981199511874,Commidity trader ,Chinese ,0.8123037973534143,1.434358658116194,Pizza,-0.31063037209869804,0.8437654132750553,0.552705191508662,0.37644453761157437,-1.3419903086593792,Green and not greasy,"Eat a little less than I usually do, and intaking more protein. ",-1.300904789868083,0.3210550691030122,-0.7779352689946247,-2.9547485378887464,-1.3258602847848442,-0.9086260917288514,"Pizza, chicken and rice, roast beef.",0.4847803527451107,Charity worker,-0.9597014726388807,1.0052310731814402,0.6345920579833392,-0.3937783698410413,-1.2800064957812973,-0.10839440602948874,-0.5248906591678238,-0.7895420339517225,0.46408563516994084,-0.03751220713161973,-0.3626786935626796,Hockey,0.921074286654494,-1.0242950394631678,-0.7001239618326084,185,False,False,False,False,False
3.5,1.2453996981544782,2.815771906346717,-1.1272628158429598,-0.040953961770732246,2.0751403542534983,0.5742710457985438,"cookies, donuts, candy bars",boredom,-0.32443660579449984,1.1818535233062242,-0.36147218982667345,I like a lot of foods that arent home cooked or healthy for you.,0.31448545101657543,0.8721028496007164,none,1.9413236050786025,-0.21753036230526196,1.2696221085454769,1.11375771079767,-2.3405473011327147,-0.8097092929396623,1.262696632298085,Hockey Coach,italian food,-0.7339597762888718,0.3276004342611061,pizza,-0.31063037209869804,-1.3308877137225104,-1.2187858069165365,-1.8292851749562442,0.21123921525193912,"chicken, veggies, rice",I wish I ate lots of healthy foods like veggies and salads. ,-0.8198009474612477,-0.3708739591362376,-1.4532263011080142,0.4650993068898957,-0.03359879863977191,0.9232813512728653,pizza buffalo chicken pasta,0.4847803527451107,Librarian,-1.7927756676379092,-0.4730499167912662,0.6345920579833392,-0.3937783698410413,-1.2800064957812973,-1.011681122941894,1.905158688831361,-0.7895420339517225,-1.6326868128870202,-0.03751220713161973,-1.3840303923674648,Hockey,-2.79293493372653,0.9762812094883317,0.9754899029916843,180,False,False,False,False,False
4,-0.8029550685469662,-0.35514240260228896,-2.3898094124631637,-0.040953961770732246,-0.36907678856569864,-1.7413380098407458,"Saltfish, Candy and Kit Kat ",Stress ,-0.8724714128798036,0.2034979576553765,-0.8868678145747452,I eat very healthy ,-0.9958705948858222,-1.1466537466972384,More Water ,0.615282891227098,0.17654638100137232,-1.3754239509242667,-0.7933616570065591,-1.4875781680668565,0.7238310345975769,-2.07777064891378,Construction ,Jamaican ,2.3585673709957007,-0.7791577895939819,"Curry, Stew Chicken and Saltfish",-0.31063037209869804,0.8437654132750553,-1.2187858069165365,-1.0940419374336379,0.5995465962297687,"Not too much carbs, a lot of protein, healthy fats and fruits and vegs ",Vegetables and Fruits with Meat ,-0.8198009474612477,-2.446661043853987,1.2479378273455435,-2.9547485378887464,1.2586626875053004,0.9232813512728653,"Curry goat, saltfish, jerk chicken ",-1.2465780499159989,Police,0.7064469173591759,-0.4730499167912662,0.6345920579833392,-1.358921433176927,-0.5720383012119957,-0.10839440602948874,-0.5248906591678238,1.2665570127975554,-1.6326868128870202,-1.8333093570495897,-1.3840303923674648,none,0.921074286654494,-1.0242950394631678,-1.265391289725141,145,False,False,False,False,False
3.6,1.2453996981544782,-0.35514240260228896,-1.1272628158429598,-0.040953961770732246,2.0751403542534983,0.5742710457985438,"chips, cookies, ice cream","I usually only eat comfort food when I'm bored, if i am doing something, i can go for hours without eating ",-0.32443660579449984,0.2034979576553765,-0.36147218982667345,My current diet is eggs and a meat every morning for breakfast. For lunch ill usually have some pasta or rice with a meat and sometimes a side of veggies. for dinner i usually eat less carbs and more protein and veggies. ,1.624841496918973,0.8721028496007164,"I would say i just eat a little more, but not in a bad way. I have unlimited swipes at the cafe so instead of snacking on chips before lunch or dinner i will get something from the cafe.",-0.7107578226244065,-1.0056838489185305,-0.4937419311010189,1.11375771079767,0.21836009806485945,-0.8097092929396623,-1.2426538286108137,self employed construction ,American or Italian ,1.3277249885675098,1.434358658116194,"chicken fingers, steak, mac and cheese",-0.31063037209869804,-1.3308877137225104,-1.2187858069165365,-0.3587986999110318,0.9878539772075983,"for me usually a big piece of chicken or steak with a side of veggies, and i usually have rice with mine as well","I like how my diet it now. However, after my season i am going to cut back on some carbs because i won't be working out as much.",-1.300904789868083,1.012984097342262,-0.10264423688123528,0.4650993068898957,0.6125319444327643,0.9232813512728653,Grilled chicken or steak with veggies and rice. or some type of pasta and chicken ,-1.2465780499159989,stay at home mom,0.7064469173591759,-0.4730499167912662,-0.7098826411339049,2.501650820166616,-0.5720383012119957,-1.011681122941894,-0.5248906591678238,-0.7895420339517225,-0.23483851418237953,-0.03751220713161973,-0.3626786935626796,hockey,-0.007428018440762054,0.9762812094883317,-0.7001239618326084,170,False,False,False,False,False
3.4,-0.8029550685469662,-0.35514240260228896,1.0917584751864888,-0.040953961770732246,2.0751403542534983,-1.7413380098407458,"Chocolate, ice crea ","Sadness, stress",0.22359820129080385,0.2034979576553765,0.1639234349213983,I eat lots of fruit and veggies. I eat lots of chicken.,-0.9958705948858222,-1.1466537466972384,I ate at the food hall.,3.267364318930107,0.5706231243080065,0.387940088722229,-0.7933616570065591,-2.3405473011327147,2.257371362134816,1.262696632298085,Engineer,Chicken ,1.3277249885675098,1.434358658116194,Chicken,-0.31063037209869804,0.8437654132750553,-0.3330403077039373,-0.3587986999110318,0.21123921525193912,Everything from food group ,Lots of fruit and veggies. Lots of chicken.,-0.8198009474612477,0.3210550691030122,-1.4532263011080142,0.4650993068898957,1.2586626875053004,0.9232813512728653,"Spaghetti, Chicken, Steak",-0.38089884858544404,Daycare provider,-0.9597014726388807,-0.4730499167912662,-0.7098826411339049,-1.358921433176927,-1.2800064957812973,-0.10839440602948874,1.905158688831361,1.2665570127975554,-1.6326868128870202,1.0848610115671116,0.8893008081980249,dancing ,0.921074286654494,-1.0242950394631678,0.9754899029916843,135,False,False,False,False,False
2.2,1.2453996981544782,-0.35514240260228896,-1.1272628158429598,-1.7473690355512428,-0.36907678856569864,0.5742710457985438,"pizza, wings, Chinese","boredom, sadness, hungry",-0.32443660579449984,1.1818535233062242,-0.36147218982667345,Current diet right now isn't very good. I eat at the school's cafeteria and they do not have the best choices.,0.31448545101657543,0.8721028496007164,None really,1.9413236050786025,-0.21753036230526196,-0.4937419311010189,1.11375771079767,-0.6346090350009985,0.7238310345975769,1.262696632298085,architect,Italian,-0.7339597762888718,-0.7791577895939819,manacotti,-0.31063037209869804,-2.4182142772212933,-1.2187858069165365,-0.3587986999110318,-0.56537554670372,"lots of fruits and vegitibles, not any fried foods",Something that tastes good and also is good for you. This is very hard to find though.,-0.33869710505441225,0.3210550691030122,-0.7779352689946247,0.4650993068898957,0.6125319444327643,-0.9086260917288514,"chicken, manicotti, rice",0.4847803527451107,physical therapist,-1.7927756676379092,-0.4730499167912662,-0.7098826411339049,-0.3937783698410413,0.13592989335730604,0.7948923108829167,-0.5248906591678238,-0.7895420339517225,-0.23483851418237953,-0.03751220713161973,-1.3840303923674648,basketball,-1.864432628631274,0.9762812094883317,-0.7001239618326084,165,False,False,False,False,False
